Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
transport of virus (GO:0046794)	1/54	0.12421790857292911	1.0	0	0	7.558578987150415	15.765063707247872	UBAP1
negative regulation of cellular component organization (GO:0051129)	1/54	0.12421790857292911	1.0	0	0	7.558578987150415	15.765063707247872	DNAJA4
cytoplasmic translation (GO:0002181)	1/54	0.12421790857292911	1.0	0	0	7.558578987150415	15.765063707247872	RPL7
regulation of axonogenesis (GO:0050770)	1/55	0.12636938033824105	1.0	0	0	7.421150278293135	15.350991248791994	ARHGDIA
fat cell differentiation (GO:0045444)	1/55	0.12636938033824105	1.0	0	0	7.421150278293135	15.350991248791994	CTBP2
protein ubiquitination (GO:0016567)	3/506	0.1268223726763333	1.0	0	0	2.419940308139066	4.997098842972685	KBTBD6;KLHL41;TAF1
glycosaminoglycan catabolic process (GO:0006027)	1/56	0.1285156743868668	1.0	0	0	7.288629737609329	14.954113720272913	SGSH
regulation of Rho protein signal transduction (GO:0035023)	1/57	0.1306568028722364	1.0	0	0	7.160759040458289	14.573442312437122	ARHGDIA
cellular respiration (GO:0045333)	1/57	0.1306568028722364	1.0	0	0	7.160759040458289	14.573442312437122	COX15
phospholipid transport (GO:0015914)	1/58	0.13279277797234604	1.0	0	0	7.037297677691766	14.208060704834317	ABCA7
sodium ion transport (GO:0006814)	1/58	0.13279277797234604	1.0	0	0	7.037297677691766	14.208060704834317	SCN9A
integrin-mediated signaling pathway (GO:0007229)	1/58	0.13279277797234604	1.0	0	0	7.037297677691766	14.208060704834317	ADAM15
post-Golgi vesicle-mediated transport (GO:0006892)	1/58	0.13279277797234604	1.0	0	0	7.037297677691766	14.208060704834317	CCDC93
positive regulation of protein binding (GO:0032092)	1/60	0.13704931664792863	1.0	0	0	6.802721088435375	13.519826138757372	TAF1
nucleosome assembly (GO:0006334)	1/60	0.13704931664792863	1.0	0	0	6.802721088435375	13.519826138757372	CABIN1
positive regulation of transcription, DNA-templated (GO:0045893)	5/1120	0.13785922480355894	1.0	0	0	1.8221574344023324	3.6106454530075065	MED13;CTBP2;ZC3H8;CKS1B;TAF1
glycosaminoglycan metabolic process (GO:0030203)	1/61	0.13916990440240695	1.0	0	0	6.691201070592172	13.195448367099166	SGSH
RNA 3'-end processing (GO:0031123)	1/61	0.13916990440240695	1.0	0	0	6.691201070592172	13.195448367099166	THOC3
striated muscle contraction (GO:0006941)	1/61	0.13916990440240695	1.0	0	0	6.691201070592172	13.195448367099166	KLHL41
protein targeting to membrane (GO:0006612)	1/61	0.13916990440240695	1.0	0	0	6.691201070592172	13.195448367099166	ZDHHC6
ribosomal large subunit biogenesis (GO:0042273)	1/63	0.14339577707005752	1.0	0	0	6.4787819889860705	12.58274570686838	RPL7
positive regulation of protein polymerization (GO:0032273)	1/64	0.145501086009976	1.0	0	0	6.377551020408164	12.293187043446148	TPPP3
positive regulation of endocytosis (GO:0045807)	1/64	0.145501086009976	1.0	0	0	6.377551020408164	12.293187043446148	ABCA7
negative regulation of cell adhesion (GO:0007162)	1/65	0.1476013260006852	1.0	0	0	6.279434850863423	12.014068339790512	ARHGDIA
regulation of myeloid cell differentiation (GO:0045637)	1/65	0.1476013260006852	1.0	0	0	6.279434850863423	12.014068339790512	PURB
cellular response to light stimulus (GO:0071482)	1/66	0.1496965090156283	1.0	0	0	6.184291898577613	11.744868940614404	TAF1
intracellular steroid hormone receptor signaling pathway (GO:0030518)	1/66	0.1496965090156283	1.0	0	0	6.184291898577613	11.744868940614404	MED13
negative regulation of protein binding (GO:0032091)	1/67	0.1517866469464216	1.0	0	0	6.091989034419738	11.485101326040615	ADAM15
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	1/67	0.1517866469464216	1.0	0	0	6.091989034419738	11.485101326040615	CKS1B
cellular response to UV (GO:0034644)	1/67	0.1517866469464216	1.0	0	0	6.091989034419738	11.485101326040615	TAF1
protein polyubiquitination (GO:0000209)	2/283	0.15259053285427396	1.0	0	0	2.8845460445662363	5.422938489995225	UBE2NL;TAF1
positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	4/848	0.15310858414391207	1.0	0	0	1.9252984212552946	3.61303024455305	MED13;CTBP2;SCAP;TAF1
termination of RNA polymerase II transcription (GO:0006369)	1/68	0.15387175170898196	1.0	0	0	6.002400960384154	11.234308551223542	THOC3
peptidyl-threonine phosphorylation (GO:0018107)	1/68	0.15387175170898196	1.0	0	0	6.002400960384154	11.234308551223542	TAF1
snRNA transcription from RNA polymerase II promoter (GO:0042795)	1/70	0.1580269091413692	1.0	0	0	5.830903790087463	10.75795888883453	ZC3H8
phospholipid metabolic process (GO:0006644)	1/70	0.1580269091413692	1.0	0	0	5.830903790087463	10.75795888883453	AGPAT5
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	1/70	0.1580269091413692	1.0	0	0	5.830903790087463	10.75795888883453	TAF1
snRNA transcription (GO:0009301)	1/70	0.1580269091413692	1.0	0	0	5.830903790087463	10.75795888883453	ZC3H8
actomyosin structure organization (GO:0031032)	1/71	0.16009698547444592	1.0	0	0	5.748778384593274	10.53162108751546	KLHL41
lysosomal transport (GO:0007041)	1/72	0.1621620759393262	1.0	0	0	5.668934240362812	10.312692602742626	AP3M1
lipid biosynthetic process (GO:0008610)	1/72	0.1621620759393262	1.0	0	0	5.668934240362812	10.312692602742626	AGPAT5
positive regulation of proteasomal protein catabolic process (GO:1901800)	1/73	0.16422219226923945	1.0	0	0	5.591277606933184	10.10083834052681	TAF1
mRNA 3'-end processing (GO:0031124)	1/74	0.1662773462428849	1.0	0	0	5.515719801434088	9.895742549883874	THOC3
negative regulation of cellular amide metabolic process (GO:0034249)	1/75	0.1683275495268852	1.0	0	0	5.4421768707483	9.697107473259354	ABCA7
regulation of actin cytoskeleton organization (GO:0032956)	1/75	0.1683275495268852	1.0	0	0	5.4421768707483	9.697107473259354	ARHGDIA
nucleic acid-templated transcription (GO:0097659)	1/76	0.1703728138367953	1.0	0	0	5.370569280343716	9.5046520973501	MLF1
extracellular matrix disassembly (GO:0022617)	1/78	0.17444857199702626	1.0	0	0	5.2328623757195185	9.137233370625186	ADAM15
RNA transport (GO:0050658)	1/80	0.17850471366148835	1.0	0	0	5.102040816326531	8.791531995122154	THOC3
positive regulation of binding (GO:0051099)	1/81	0.18052545718087712	1.0	0	0	5.039052658100277	8.626270970727218	TAF1
positive regulation of cell cycle (GO:0045787)	1/82	0.18254133123122268	1.0	0	0	4.9776007964161275	8.465797208067526	CKS1B
mitotic sister chromatid segregation (GO:0000070)	1/82	0.18254133123122268	1.0	0	0	4.9776007964161275	8.465797208067526	DIS3L2
establishment of protein localization to membrane (GO:0090150)	1/83	0.1845523472379876	1.0	0	0	4.917629702483404	8.309919502713068	ZDHHC6
regulation of nucleic acid-templated transcription (GO:1903506)	3/607	0.18574968159628844	1.0	0	0	2.0172813771307534	3.3958013170244095	ZNF672;MLF1;TAF1
mitochondrial ATP synthesis coupled electron transport (GO:0042775)	1/85	0.18855985110556658	1.0	0	0	4.801920768307323	8.01123558220467	COX15
organic substance transport (GO:0071702)	1/87	0.19254806017668188	1.0	0	0	4.691531785127844	7.7288740002791085	ABCA7
positive regulation of cellular component biogenesis (GO:0044089)	1/87	0.19254806017668188	1.0	0	0	4.691531785127844	7.7288740002791085	PTPRD
positive regulation of protein complex assembly (GO:0031334)	1/88	0.1945349576029131	1.0	0	0	4.63821892393321	7.593429505876668	TPPP3
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	1/88	0.1945349576029131	1.0	0	0	4.63821892393321	7.593429505876668	TAF1
peptidyl-threonine modification (GO:0018210)	1/89	0.19651706539438918	1.0	0	0	4.586104104563174	7.461618916088057	TAF1
SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	1/89	0.19651706539438918	1.0	0	0	4.586104104563174	7.461618916088057	RPL7
cell-matrix adhesion (GO:0007160)	1/90	0.19849439487603893	1.0	0	0	4.535147392290249	7.333308012035748	ADAM15
regulation of Ras protein signal transduction (GO:0046578)	1/90	0.19849439487603893	1.0	0	0	4.535147392290249	7.333308012035748	ARHGDIA
lipid transport (GO:0006869)	1/91	0.20046695733149195	1.0	0	0	4.485310607759588	7.208368904040989	ABCA7
regulation of cellular macromolecule biosynthetic process (GO:2000112)	3/631	0.20072269772702955	1.0	0	0	1.9405543516931338	3.1162022124209248	ZNF672;MLF1;TAF1
nuclear export (GO:0051168)	1/92	0.20243476399124583	1.0	0	0	4.436557231588288	7.08667966933301	THOC3
ubiquitin-dependent protein catabolic process (GO:0006511)	2/341	0.20339566214404872	1.0	0	0	2.393919444610689	3.812561188151343	UBAP1;TAF1
cotranslational protein targeting to membrane (GO:0006613)	1/93	0.204397826110705	1.0	0	0	4.388852315119597	6.968124012180659	RPL7
respiratory electron transport chain (GO:0022904)	1/94	0.20635615488224898	1.0	0	0	4.342162396873643	6.852590950224973	COX15
transcription elongation from RNA polymerase II promoter (GO:0006368)	1/95	0.20830976144800376	1.0	0	0	4.296455424274973	6.739974519290274	TAF1
protein localization to nucleus (GO:0034504)	1/96	0.21025865699508983	1.0	0	0	4.2517006802721085	6.630173495783064	ABCA7
positive regulation of protein metabolic process (GO:0051247)	1/96	0.21025865699508983	1.0	0	0	4.2517006802721085	6.630173495783064	SCAP
negative regulation of cell motility (GO:2000146)	1/97	0.21220285264448208	1.0	0	0	4.207868714496108	6.523091141193635	ADAM15
protein localization to organelle (GO:0033365)	1/97	0.21220285264448208	1.0	0	0	4.207868714496108	6.523091141193635	ABCA7
protein targeting to ER (GO:0045047)	1/97	0.21220285264448208	1.0	0	0	4.207868714496108	6.523091141193635	RPL7
cellular response to organonitrogen compound (GO:0071417)	1/97	0.21220285264448208	1.0	0	0	4.207868714496108	6.523091141193635	TAF1
positive regulation of neuron projection development (GO:0010976)	1/97	0.21220285264448208	1.0	0	0	4.207868714496108	6.523091141193635	ARHGDIA
response to UV (GO:0009411)	1/98	0.21414235950352403	1.0	0	0	4.164931278633903	6.418634959615514	TAF1
transcription, DNA-templated (GO:0006351)	2/356	0.2168645278895235	1.0	0	0	2.293052052281587	3.5048897405072297	MLF1;TAF1
post-translational protein modification (GO:0043687)	2/357	0.21776573038621624	1.0	0	0	2.2866289372892017	3.485589493578258	KBTBD6;KLHL41
regulation of lipid metabolic process (GO:0019216)	1/100	0.21800735103248006	1.0	0	0	4.081632653061225	6.217251005833013	CPT2
mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	1/100	0.21800735103248006	1.0	0	0	4.081632653061225	6.217251005833013	THOC3
metal ion transport (GO:0030001)	1/101	0.21993285781620825	1.0	0	0	4.04122044857547	6.120157490219283	SCN9A
negative regulation of cell proliferation (GO:0008285)	2/363	0.2231804512559396	1.0	0	0	2.2488334176645868	3.3727433210534596	CTBP2;DIS3L2
monovalent inorganic cation transport (GO:0015672)	1/104	0.2256815539658193	1.0	0	0	3.9246467817896393	5.842348220594505	SCN9A
mRNA transport (GO:0051028)	1/104	0.2256815539658193	1.0	0	0	3.9246467817896393	5.842348220594505	THOC3
cellular macromolecule biosynthetic process (GO:0034645)	2/367	0.2267969049375615	1.0	0	0	2.22432297169549	3.3002287802512114	MLF1;RPL7
mRNA export from nucleus (GO:0006406)	1/105	0.22758854778675142	1.0	0	0	3.887269193391643	5.753997649280182	THOC3
DNA-templated transcription, termination (GO:0006353)	1/106	0.22949094066533868	1.0	0	0	3.850596842510589	5.667661626822367	THOC3
positive regulation of cellular component organization (GO:0051130)	1/106	0.22949094066533868	1.0	0	0	3.850596842510589	5.667661626822367	PTPRD
DNA-templated transcription, elongation (GO:0006354)	1/108	0.2332819671059828	1.0	0	0	3.7792894935752077	5.500783816386177	TAF1
viral gene expression (GO:0019080)	1/110	0.2370547198597219	1.0	0	0	3.7105751391465676	5.3412403673948	RPL7
regulation of protein binding (GO:0043393)	1/111	0.23893427059315248	1.0	0	0	3.6771465342893914	5.264080835866243	TAF1
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	1/112	0.24080928525036113	1.0	0	0	3.6443148688046647	5.188593317350888	RPL7
viral transcription (GO:0019083)	1/113	0.2426797745527419	1.0	0	0	3.6120642947444463	5.114728209854891	RPL7
negative regulation of cell growth (GO:0030308)	1/115	0.24640721974651333	1.0	0	0	3.5492457852706303	4.971676120080727	ADAM15
positive regulation of protein serine/threonine kinase activity (GO:0071902)	1/118	0.2519647137871081	1.0	0	0	3.4590107229332414	4.768129456691159	CKS1B
RNA export from nucleus (GO:0006405)	1/119	0.25380827453837335	1.0	0	0	3.429943405933802	4.703056496790393	THOC3
protein modification by small protein conjugation (GO:0032446)	2/398	0.2549554239750257	1.0	0	0	2.051071684955389	2.8031310779314444	KBTBD6;KLHL41
enzyme linked receptor protein signaling pathway (GO:0007167)	1/120	0.2556473842905439	1.0	0	0	3.4013605442176873	4.639306765687264	PTPRD
negative regulation of growth (GO:0045926)	1/120	0.2556473842905439	1.0	0	0	3.4013605442176873	4.639306765687264	ADAM15
negative regulation of cell migration (GO:0030336)	1/121	0.257482053509444	1.0	0	0	3.37325012649688	4.576843502837304	ADAM15
negative regulation of macromolecule metabolic process (GO:0010605)	1/124	0.26295952305137155	1.0	0	0	3.291639236339697	4.39682410597946	TAF1
dephosphorylation (GO:0016311)	1/124	0.26295952305137155	1.0	0	0	3.291639236339697	4.39682410597946	PTPRD
protein dephosphorylation (GO:0006470)	1/125	0.26477653500882337	1.0	0	0	3.2653061224489797	4.339164319545324	PTPRD
protein lipidation (GO:0006497)	1/127	0.26839740452779276	1.0	0	0	3.213883978788366	4.2271783515862875	ZDHHC6
regulation of cell proliferation (GO:0042127)	3/740	0.2717972095396405	1.0	0	0	1.6547159404302263	2.1555968735447353	CTBP2;KLHL41;DIS3L2
generation of neurons (GO:0048699)	1/130	0.27379597816046286	1.0	0	0	3.1397174254317113	4.067102214141391	PTPRD
regulation of intracellular signal transduction (GO:1902531)	2/422	0.27683500546374573	1.0	0	0	1.9344230583228554	2.484444527341046	ARHGDIA;TAF1
protein targeting (GO:0006605)	1/133	0.27915552222562046	1.0	0	0	3.0688967316249807	3.9158699559113153	ZDHHC6
cellular response to organic cyclic compound (GO:0071407)	1/135	0.28270700502051027	1.0	0	0	3.0234315948601664	3.819634877095857	TAF1
muscle contraction (GO:0006936)	1/137	0.286241345606316	1.0	0	0	2.9792939073439593	3.7268582102203505	KLHL41
regulation of signal transduction by p53 class mediator (GO:1901796)	1/138	0.28800211290699607	1.0	0	0	2.9577048210588583	3.6817138787059385	TAF1
regulation of primary metabolic process (GO:0080090)	1/139	0.2897586249714423	1.0	0	0	2.936426369108795	3.6373719872656305	CPT2
neuron differentiation (GO:0030182)	1/139	0.2897586249714423	1.0	0	0	2.936426369108795	3.6373719872656305	PTPRD
negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433)	1/140	0.2915108919386749	1.0	0	0	2.9154518950437316	3.59381314503906	TAF1
regulation of small GTPase mediated signal transduction (GO:0051056)	1/140	0.2915108919386749	1.0	0	0	2.9154518950437316	3.59381314503906	ARHGDIA
modification-dependent protein catabolic process (GO:0019941)	1/141	0.29325892381433954	1.0	0	0	2.8947749312490956	3.551018558900339	TAF1
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	1/142	0.29500273063188476	1.0	0	0	2.874389192296637	3.5089700095024057	PTPRD
negative regulation of nucleic acid-templated transcription (GO:1903507)	2/444	0.29687928498979027	1.0	0	0	1.8385732671446957	2.23281792727997	CTBP2;ZC3H8
peptidyl-serine phosphorylation (GO:0018105)	1/145	0.3002089005513339	1.0	0	0	2.8149190710767065	3.3871265629378464	TAF1
negative regulation of intracellular signal transduction (GO:1902532)	1/161	0.3273454602523001	1.0	0	0	2.5351755609075926	2.8311299591027383	OTUD3
regulation of protein kinase B signaling (GO:0051896)	1/163	0.33066419041532485	1.0	0	0	2.5040691123074996	2.7711329637078905	OTUD3
glycerophospholipid biosynthetic process (GO:0046474)	1/164	0.33231753526027213	1.0	0	0	2.4888003982080638	2.741822637252344	AGPAT5
cellular protein metabolic process (GO:0044267)	2/484	0.33312023240930105	1.0	0	0	1.68662506324844	1.854025629754363	GGA1;RPL7
regulation of mitotic cell cycle (GO:0007346)	1/165	0.33396687924295043	1.0	0	0	2.473716759431045	2.7129584535949727	CKS1B
peptidyl-serine modification (GO:0018209)	1/170	0.34215391769017306	1.0	0	0	2.4009603841536613	2.575017026258781	TAF1
peptide biosynthetic process (GO:0043043)	1/174	0.34863249456533457	1.0	0	0	2.345765892563922	2.4718201636577093	RPL7
positive regulation of nucleic acid-templated transcription (GO:1903508)	2/502	0.34928322914714266	1.0	0	0	1.6261484673550695	1.7105002700543865	MED13;CKS1B
protein autophosphorylation (GO:0046777)	1/175	0.35024234803788656	1.0	0	0	2.3323615160349855	2.446950300052398	TAF1
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	2/512	0.3582115001591163	1.0	0	0	1.594387755102041	1.6368489866986475	CTBP2;ZC3H8
phosphate-containing compound metabolic process (GO:0006796)	1/183	0.3629816298960361	1.0	0	0	2.2304003568640574	2.260294529597053	PTPRD
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	1/201	0.39075708304604995	1.0	0	0	2.030663011473246	1.9081514530358956	ABCA7
regulation of cell growth (GO:0001558)	1/201	0.39075708304604995	1.0	0	0	2.030663011473246	1.9081514530358956	ADAM15
positive regulation of multicellular organismal process (GO:0051240)	1/202	0.3922648788623522	1.0	0	0	2.020610224287735	1.8909233299621582	ABCA7
positive regulation of signal transduction (GO:0009967)	1/206	0.39825959238173575	1.0	0	0	1.9813750743015652	1.8241554272835507	CTBP2
positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)	1/215	0.411536700451846	1.0	0	0	1.8984337921214998	1.6855378753463046	TAF1
regulation of cell cycle (GO:0051726)	1/215	0.411536700451846	1.0	0	0	1.8984337921214998	1.6855378753463046	CKS1B
endosomal transport (GO:0016197)	1/229	0.4316215589800439	1.0	0	0	1.7823723375813207	1.4975601025721104	UBAP1
extracellular matrix organization (GO:0030198)	1/229	0.4316215589800439	1.0	0	0	1.7823723375813207	1.4975601025721104	ADAM15
translation (GO:0006412)	1/232	0.4358372673709556	1.0	0	0	1.7593244194229416	1.4610949072472752	RPL7
regulation of ERK1 and ERK2 cascade (GO:0070372)	1/247	0.45646062417148703	1.0	0	0	1.6524828554903743	1.2959643701390278	ABCA7
protein deubiquitination (GO:0016579)	1/257	0.46979731340410924	1.0	0	0	1.5881839116969745	1.199799770298722	OTUD3
regulation of gene expression (GO:0010468)	3/1037	0.4703810034731523	1.0	0	0	1.1808001889280304	0.8905739873491749	ZNF672;MLF1;TAF1
protein modification by small protein removal (GO:0070646)	1/261	0.47504175972720736	1.0	0	0	1.563843928375948	1.1640512371516747	OTUD3
cellular response to oxygen-containing compound (GO:1901701)	1/274	0.4917376802124648	1.0	0	0	1.4896469536719796	1.0573661179435772	TAF1
regulation of transcription from RNA polymerase II promoter (GO:0006357)	4/1478	0.4944496249304196	1.0	0	0	1.1046367126011434	0.7780066872780013	MED13;CTBP2;ZC3H8;TAF1
mRNA processing (GO:0006397)	1/283	0.5029905183138399	1.0	0	0	1.4422730222831182	0.9911068858884582	THOC3
DNA repair (GO:0006281)	1/288	0.5091362579400526	1.0	0	0	1.417233560090703	0.9566887768253305	UBE2NL
positive regulation of MAPK cascade (GO:0043410)	1/289	0.510356441841124	1.0	0	0	1.412329637737448	0.9499977287108174	ABCA7
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	1/291	0.5127879026587183	1.0	0	0	1.402622904832036	0.9368019698619438	TAF1
regulation of cell migration (GO:0030334)	1/316	0.5422011037023227	1.0	0	0	1.2916559028674761	0.7906462236110033	ADAM15
protein transport (GO:0015031)	1/326	0.5534729385978511	1.0	0	0	1.2520345561537498	0.7406315505831976	GGA1
cellular protein localization (GO:0034613)	1/327	0.5545850544289485	1.0	0	0	1.2482057043000687	0.7358610678932513	GGA1
cellular response to DNA damage stimulus (GO:0006974)	1/329	0.5568011522469258	1.0	0	0	1.2406178276781838	0.7264401718938999	TAF1
positive regulation of gene expression (GO:0010628)	2/771	0.5683987794389564	1.0	0	0	1.0587892744646497	0.5981439742971982	MED13;CKS1B
intracellular protein transport (GO:0006886)	1/347	0.576266079691405	1.0	0	0	1.1762630124095748	0.6483394472043721	GGA1
negative regulation of transcription, DNA-templated (GO:0045892)	2/813	0.5976997418300833	1.0	0	0	1.004091673569797	0.5167726034500412	CTBP2;ZC3H8
organelle assembly (GO:0070925)	1/376	0.6058784056171705	1.0	0	0	1.0855405992184108	0.543938302043677	KLHL41
transmembrane transport (GO:0055085)	1/378	0.607844190073138	1.0	0	0	1.0797969981643452	0.5375625701164798	ABCA7
phosphorylation (GO:0016310)	1/386	0.6156117285417131	1.0	0	0	1.0574177857671567	0.512994422107322	TAF1
negative regulation of programmed cell death (GO:0043069)	1/408	0.6362036156415435	1.0	0	0	1.0004001600640255	0.45241758353284	ARHGDIA
protein phosphorylation (GO:0006468)	1/470	0.6885948155529351	1.0	0	0	0.8684324793747287	0.32401411817075204	TAF1
negative regulation of apoptotic process (GO:0043066)	1/485	0.700114766090204	1.0	0	0	0.8415737428992216	0.30003030155260757	ARHGDIA
negative regulation of transcription from RNA polymerase II promoter (GO:0000122)	1/565	0.7548504432290065	1.0	0	0	0.7224128589488893	0.20316824113680354	TAF1
regulation of apoptotic process (GO:0042981)	1/815	0.87010982356137	1.0	0	0	0.5008138224615	0.06968115253374717	ARHGDIA
